X_11_0,X_21_0,X_12_0,X_22_0,X_13_0,X_23_0,X_14_0,X_24_0,X_15_0,X_25_0
-3.16962009,25.17395497,-9.858818919,17.64649178,15.05989674,11.67758722,20.21741225,20.11481285,25.40619956,25.41061228
-2.885396831,25.27907094,-10.63678473,16.99139315,15.21172386,11.85774284,19.88489134,21.14504133,25.12893475,24.67751184
-3.1887672,24.99333751,-9.832494205,16.41838707,14.50368378,11.1708187,20.06782467,19.6035251,24.5389029,25.5710146
-3.855711552,24.51591532,-10.28764541,16.85565625,15.08302108,11.37774603,19.87314727,19.4186477,25.40961891,24.96986794
-2.562194883,24.5404012,-10.68584942,16.6328697,15.40453494,12.29119287,20.06512338,20.89652225,24.88034635,25.5696368
-3.339882713,24.61784926,-10.33797023,17.06304831,15.03187163,11.22180277,19.80718008,20.28479088,24.84517059,25.47519922
-3.052115295,24.50294876,-9.684572275,17.56849625,14.63079214,13.11898493,19.03393606,19.97668644,24.51356509,23.82511482
-2.971343556,24.74487143,-9.639589748,17.33824322,15.32417588,12.37563928,19.54955245,20.25276876,25.76409267,24.42320025
-3.46425686,24.74692227,-9.794308013,17.15459584,14.8810461,11.89630864,20.56896328,19.4170495,25.44234583,25.21634036
-2.930357057,24.78373821,-9.490110939,17.61290663,15.09488159,11.28534401,20.26887959,20.2869119,24.50841945,24.4156042
-3.535442986,24.77778619,-9.962305455,15.89068281,15.18379158,11.46981449,20.13164039,19.05358625,25.42509285,25.7199507
-3.268720585,24.9840228,-9.732547881,16.88357499,14.82370547,12.39633499,20.20705974,20.1958206,24.91114417,24.92519261
-3.457627062,25.71252979,-9.384145787,18.01319663,15.08378396,12.76641949,20.42316256,20.12167438,25.29048116,25.32808054
-2.510360097,24.97544286,-9.450368659,16.94810244,14.03723172,11.68652833,19.52601658,20.3655673,24.72756008,24.95100772
-3.319393189,25.26385137,-9.318159002,17.20974806,14.68597276,12.4065487,20.62616249,19.29841218,26.14713737,25.20398383
-3.191050821,24.73664945,-10.21716825,17.5008506,15.02115819,11.4406701,20.71873741,19.60119441,25.1808117,24.68018337
-2.781352767,24.77848324,-10.73115386,17.63647803,14.5277263,12.96268866,20.36173802,19.82597935,25.60967191,25.80986591
-3.353808253,25.63972483,-9.852720263,17.47582144,14.87217083,11.75850874,18.26378589,20.46749263,24.74588456,24.76437955
-3.004735308,24.06798512,-9.221588016,16.75597928,14.54536932,12.32668996,19.68549929,19.43179793,25.30935908,24.87490057
-2.73950311,24.85715809,-9.569508729,17.25043259,15.95622835,12.02120157,20.26362064,20.2894459,25.25601301,25.63999661
-2.193698277,25.39753516,-10.56831541,16.79659777,14.8200206,11.54344971,20.20057857,19.79800876,25.47921672,25.52024452
-2.815136164,24.11669895,-9.859533613,16.94786251,15.19944556,12.14801009,19.91813373,20.23258043,24.96042752,24.50334614
-3.180434536,25.2873195,-10.53984581,16.64397795,15.81606101,12.73018178,19.82933038,21.07674829,25.25067097,25.38218937
-2.315998659,25.45938885,-9.850237816,16.84121559,13.90018203,11.64721206,19.95398824,20.34838593,25.34642963,25.95986614
-3.125921717,24.99392392,-9.849049061,16.47157119,14.89575361,12.05516544,20.43749302,19.70032769,24.68451297,24.83806463
-3.084940127,23.84228288,-9.876127053,17.3439437,14.56159851,13.03822534,20.16571029,20.19611604,25.3705933,23.97298821
-2.798975685,25.07474625,-9.708334766,16.41096838,14.6821932,12.02387144,19.5981851,19.71881075,25.06234445,24.65385096
-3.024445912,24.81017449,-9.857050304,17.52676213,14.20071698,12.21875185,20.84278474,19.88845943,24.52808191,24.37270234
-2.546155428,25.46874797,-9.265272074,17.43680108,14.7770291,11.24760508,19.88564632,19.65918544,24.28346158,25.37092228
-3.164244082,24.7617813,-9.386978286,17.38383533,15.05394348,11.50097833,19.54012794,18.73723732,24.0151664,24.79803154
-2.839080657,25.43496659,-9.961153499,16.88152072,15.0259969,11.88994515,20.45729854,19.59914532,25.56878843,24.58271969
-3.836368707,25.01869075,-9.879434949,16.48411763,15.2415091,12.16700362,20.46887346,20.71393379,25.21776839,25.96285722
-3.593039008,24.96338045,-10.53349882,17.08094939,13.71544853,11.22214535,20.30624248,20.55250653,24.55779976,24.0637209
-2.713467949,24.80747878,-9.283732216,17.1026386,15.25175354,11.76209484,19.47340256,19.28028615,24.58670784,24.77416178
-2.845535491,26.04945299,-9.808338447,16.24822822,15.29860007,11.87555788,19.74349367,19.48210379,25.1810459,24.13712315
-3.431208168,24.82270125,-9.600547337,17.06459082,15.51045834,12.01452941,21.24483566,20.00773851,24.68849998,25.20228114
-3.466104268,25.88002211,-10.59914856,17.12132722,15.75152479,11.17067893,20.24359244,19.76241838,25.32039687,25.393286
-3.167984876,24.04088436,-10.52262645,16.71508168,15.25452532,12.97081803,20.53452777,19.33505102,25.3933299,25.37904484
-3.013924484,25.59386474,-10.37680867,16.2224143,14.85183099,11.97102014,19.81952446,19.70151369,25.22733157,25.55648031
-3.786197611,25.34644438,-10.24495935,16.65689021,15.034429,12.01972194,21.00819392,20.70905133,24.83730057,24.92108066
-2.979820063,24.75123285,-11.21463326,16.93523178,14.6535062,12.18647232,19.48185266,20.28482013,24.88989834,25.61093648
-2.434640663,25.89323581,-10.19881019,16.97043069,14.66814902,11.07562521,19.88034901,20.25838631,24.73826287,24.83470342
-2.956084756,24.92286891,-9.702229281,17.06835053,15.85322386,11.91782064,19.86568138,20.14043228,25.84556046,24.61193643
-2.948603092,24.88146604,-9.525440117,17.01634136,14.68268521,13.04649393,19.41151407,19.90154498,26.23644502,25.6948726
-2.786429847,25.05259771,-10.43476064,16.43541773,14.6653908,11.74609284,20.04880199,20.24956145,24.47618176,25.02574471
-2.770965313,24.70834645,-10.18535275,16.40635366,14.23368081,12.37334076,19.86934153,20.31153891,24.21287718,24.46687784
-2.294262496,24.30051892,-9.855217655,17.36301433,14.84303888,12.42161953,20.02062425,19.95970526,23.78437062,26.95311522
-3.435046632,25.30880303,-10.381459,17.02632691,14.60415567,12.31796134,19.91792204,20.21031319,24.65656831,24.50387528
-3.108770795,25.26070852,-9.456338242,16.4663465,15.31951696,12.56468471,20.32624861,18.91878754,24.43825174,24.52659705
-2.427423569,24.55296444,-9.653476978,16.3227341,15.13953664,12.20899006,20.13817103,20.14875853,24.17213815,25.8239416
-3.406595816,24.1816321,-9.731461686,16.31806925,14.88180261,12.20189045,19.54468338,20.41044922,24.88321265,25.11960576
-3.609829419,24.43193821,-10.4102631,17.25311247,15.50444492,11.37908767,20.99204756,20.18404697,25.34946142,25.92737347
-2.859445883,24.66359828,-10.45496205,17.24579906,15.18721941,12.19655174,19.72027875,21.53120065,25.42832912,24.72494119
-3.505491976,25.53864056,-10.82270697,17.28805103,14.52613254,12.67238175,20.05389161,19.40467165,24.71966245,24.97761872
-2.853429379,24.56341804,-10.15017915,17.31855613,15.23979611,11.94284757,20.31336258,19.88117158,24.98974498,24.27696233
-2.899647474,24.68723031,-10.01950599,17.4851205,15.20063465,12.57589694,19.79948974,19.99589644,25.19112205,25.28212149
-2.595075251,24.78798762,-10.27354178,17.18574037,15.47963297,11.31233992,20.45556339,20.92304509,24.52269043,26.09741594
-1.780859859,24.77974632,-10.28483834,17.57723584,14.7915629,10.806195,19.82005571,20.64039759,25.59301809,24.54143407
-2.407654961,23.84881984,-10.40332865,17.29675681,15.52288826,12.91955636,20.51595726,20.62526112,24.86762067,25.08957014
-3.111780753,26.0083422,-9.700140202,17.02889552,14.48751889,11.50583877,19.5059708,19.87858658,25.15324431,25.84775501
-2.38578377,24.65386684,-10.79186108,17.32093292,15.16952565,11.92620628,19.61554525,20.13688399,25.31839248,25.16590104
-2.366717029,24.62869071,-9.276876935,17.4573926,15.01366108,11.64329919,20.63112611,19.93262421,25.46784675,25.20929536
-3.459009224,24.25160477,-9.74193493,17.0496051,15.51620231,11.86129471,19.50096581,20.29384419,25.16309877,25.56760555
-3.022699348,24.33831487,-9.384590419,17.61898967,14.85522004,11.42809015,19.67341507,19.78148354,24.92468211,24.85473689
-3.239949235,25.39726622,-10.99044321,16.43571116,14.82347839,12.07448529,19.92737706,19.34415814,24.88377653,25.33058273
-3.376062422,24.6110729,-9.087771433,17.06491285,15.22010703,12.88466491,19.32114511,19.75788044,25.6123892,25.32081877
-3.359143759,24.73176495,-10.41944539,17.61481656,14.70918661,12.02281213,20.19770615,19.48973052,26.17353055,25.42807124
-3.106170565,25.82178517,-9.825780431,16.49762899,15.1375098,12.01969786,19.90130743,19.91157293,25.45870127,24.46296516
-2.858931453,25.39920553,-9.770980268,17.236269,14.74873744,11.47650849,19.67039887,20.17678473,24.70486611,25.8247153
-4.792836853,25.69223207,-10.08491303,17.34355154,15.20809952,11.79222616,20.91422369,19.88634195,24.93730627,24.91652225
-4.088593164,25.12220223,-9.648853209,16.14336968,15.05897955,12.01941445,20.34540249,19.40796341,25.51166329,25.55063963
-2.294253701,24.44054892,-10.09686632,15.89793229,14.08165373,12.35095506,19.40099755,19.72970857,25.1186219,24.57474585
-2.871052173,25.56421665,-10.9549367,16.860333,15.07098324,11.40017324,20.51546749,19.32622067,24.29888353,24.79098237
-3.422066226,24.93047258,-9.807821962,16.86589117,14.62025292,12.32510046,20.01282569,20.38755169,24.81556626,24.86806209
-3.774464225,24.81801747,-9.77452958,17.02189907,16.15814731,11.58741529,20.78419439,19.6307775,25.25697581,25.95268934
-3.068702263,25.32555267,-10.50754747,17.19604654,14.08422185,12.64565065,20.33263868,19.63179257,24.63446246,25.09342915
-3.262151634,25.96365067,-9.702810628,17.35005906,15.43298983,11.4871182,18.95702392,20.06310962,24.617385,24.38526108
-3.650707126,24.78250113,-9.365921087,16.34179838,15.05603803,12.54002423,20.15311904,20.33906348,25.32647216,24.64172976
-3.526584118,25.23917695,-10.7648596,18.08730161,15.43904866,11.75587678,20.2416211,19.59338185,25.08272155,24.55947298
-2.116832253,25.18917685,-8.923845158,16.56995433,15.12120177,12.28379911,19.732803,20.45195484,25.15329582,24.85724106
-2.959747355,24.68160107,-9.183808788,17.0427016,15.63481653,12.07785913,19.71141722,19.48277432,24.68983363,25.72375929
-3.345134601,25.0852904,-9.991766616,16.43085838,15.65070788,11.79246337,20.25765459,19.40532002,24.65214288,26.13242122
-3.173743002,25.29921887,-9.899138927,16.63487136,14.13245323,11.46668779,19.17423571,20.00085946,25.37599965,25.68067569
-2.907650628,25.13156593,-9.776489633,17.85334299,14.90760689,11.08106133,20.14482475,20.18468604,25.41748854,24.93657326
-3.021582609,25.46121321,-10.50602091,16.70696867,15.18536021,11.36039004,20.33041652,20.37705243,24.75538231,25.17330421
-2.174638717,24.76342124,-10.34188306,18.09779734,15.18075138,11.97341807,20.90992906,19.80256062,24.94973926,24.73415799
-2.188356768,24.82418958,-9.665460294,16.51763493,14.58859889,12.65465298,20.31751669,19.96412541,25.25916175,23.61404387
-2.752976349,24.76591331,-11.11795621,18.15958316,14.64677744,11.95823354,20.76544598,20.24486327,24.40989207,25.02015858
-2.923028145,25.00807756,-10.07493053,16.77404939,14.5739849,11.84549599,19.15606112,18.98936664,25.48128593,25.08511101
-2.950075041,25.46780097,-10.15039763,16.34030311,15.35622072,11.76443304,19.71511542,20.4281582,25.14632891,24.62482788
-2.870461466,24.60854082,-10.28136504,17.17829029,14.94422861,12.35826357,19.81438843,19.4876445,24.91489461,25.00576308
-3.135750392,25.09942445,-10.30249045,17.22199507,14.88729341,12.20667382,19.96413759,19.66060118,23.97870732,25.03873003
-4.070402382,25.53332321,-9.775278745,17.31939015,14.25832906,11.85513621,20.41123238,19.66868336,24.54323362,25.02118839
-3.865127477,24.927878,-9.951904319,16.80626181,15.58949562,12.24349791,19.71278372,19.99492205,24.40614589,24.51762852
-1.901732867,23.8085149,-9.683557715,17.80697582,14.69128595,12.06527358,19.60214001,19.33756099,24.20026812,24.6873494
-1.928388852,24.45955951,-10.42466725,16.67120376,15.08440806,11.44900852,20.41013002,20.50975787,25.36823509,25.33893041
-3.163391275,24.46397622,-10.63658657,16.51181673,15.66570108,11.47602988,19.48834491,20.65047034,24.78822461,25.49314771
-2.726744414,25.22390067,-9.681293032,17.58949397,14.49521474,12.80052267,20.20200411,19.03062851,25.29606388,25.31304954
-2.550833349,24.57942857,-10.51470755,17.53095411,15.65082829,11.58172982,20.13218165,19.35378493,25.67367673,24.63343951
-2.401256825,24.20024468,-9.371651919,17.91884227,14.92451995,12.15322277,19.91334802,20.44842822,24.90425957,25.6731646
-2.750614466,25.58475853,-10.35183601,16.87614591,15.46599495,11.60658289,19.85093778,18.53995265,24.80446844,25.27212032
-3.19169381,24.180538,-9.647758129,17.63495383,15.78154112,11.22231373,19.93040403,20.50843541,24.51613464,24.35312219
-2.76093947,24.10156739,-10.05896139,17.4747488,14.67107686,11.88182724,20.76538371,19.92689242,25.07935607,24.67922129
-2.799374335,25.41032892,-10.83416755,18.20911736,14.70824347,12.56932236,20.85682612,19.96879905,25.66235784,24.7649067
-2.647186759,24.96244688,-10.20878626,17.09501984,14.81782871,12.77783627,20.13949645,19.3955745,25.15815941,25.4289744
-3.527804647,24.8220566,-9.054446118,17.40972838,14.8089078,12.33156522,20.6850249,20.10124054,25.61053041,25.42457412
-3.31626706,24.94942384,-9.384258251,16.64258975,15.27858223,11.92903915,19.64076211,19.83692638,25.02798584,25.32490178
-2.503433811,25.00461807,-9.981401784,18.66561283,15.43274612,12.1893232,19.94524597,20.33830656,25.276626,25.20671547
-3.258281534,24.22606227,-9.503560375,16.6153343,15.55101055,12.54359098,20.41829102,20.23818105,26.04500107,24.78317929
-3.606198436,24.80358938,-10.34839274,17.26559813,16.48871945,11.66949711,20.56886376,20.45073235,25.11033078,25.63227509
-2.819645907,23.9029615,-10.2520238,17.37587543,15.78049922,11.96753531,20.0551299,21.03419506,23.89764146,25.26279174
-2.407358853,24.73732239,-9.879948433,17.72119934,14.65376314,12.35941076,20.0193418,19.44302111,25.48466531,24.97197736
-4.050471395,24.86588047,-10.37242178,16.67952817,14.61957659,12.31317818,20.61138984,20.19243319,24.5714598,25.1554684
-2.6303024,25.76931859,-9.978754591,17.3455715,14.55306323,12.41392912,20.06442102,20.75886182,24.67199837,25.82919289
-3.545855604,25.11800776,-9.406498726,17.64797649,16.25413141,12.22032613,20.21100925,20.126364,24.22053467,25.1966571
-2.880929623,25.92733623,-10.10424936,16.66045483,14.72439663,12.15567391,19.68495707,20.94911676,24.92897875,25.3468978
-3.024696308,25.80413652,-10.12355198,17.31132873,14.85019839,12.29762229,20.13142211,19.88924883,24.80353652,25.62303646
-3.008000009,25.48001228,-10.46164618,17.06514096,16.1325179,12.35802143,19.66049409,19.98628514,25.13227347,24.45791819
-3.294314491,24.3767027,-10.37172882,18.10200707,14.34663039,12.93451549,19.91268248,20.662586,25.21334974,25.01118978
-2.565005843,25.48751206,-9.912122875,17.71679467,14.8018279,12.45392153,19.37115243,19.26502787,24.12456147,23.83401373
-2.544163163,24.69184593,-9.515410895,16.45503781,14.78217038,11.17469994,20.09934798,20.45534281,24.15205081,25.23353772
-3.182904001,24.67162428,-9.930708159,17.906152,15.01618222,11.23840793,20.08151048,19.07790846,25.98271549,24.77047501
-2.963929448,25.16305715,-10.079156,16.94325248,14.77955162,11.93620964,20.13899838,20.40590423,24.88174072,25.57798542
-3.000741703,23.71283912,-10.44679661,17.28986777,14.96838455,11.97795776,19.63172905,20.56445721,25.0095107,23.8805656
-3.666109734,24.97773598,-9.91235434,17.46291938,14.66179268,12.44983082,20.40965165,21.12495694,25.24594296,24.86148025
-2.945907857,24.7504802,-10.49114587,17.11090534,15.53725202,11.97742756,20.89467472,19.55801099,25.4294431,25.1776594
-3.57380365,24.85668478,-10.42358438,17.14590921,15.02156293,11.72324008,20.82379216,19.56160482,24.84637161,25.84190147
-3.049134037,24.7614293,-9.831840174,17.16614278,14.43658459,11.5823251,20.001656,19.55440237,25.20088748,25.24340924
-3.438938013,24.68645386,-9.785956518,17.18248346,15.59845664,11.46108883,20.28929542,19.20249695,24.89013021,25.64605717
-3.084960149,25.40428973,-10.38806212,15.84364893,15.24165444,13.14641854,19.8599066,20.08103631,25.22386722,25.81840453
-1.912407532,24.42008628,-9.912200894,17.8328454,15.06272669,12.34080095,20.04357382,20.66253712,24.55759497,25.03292802
-2.890944413,25.50913213,-10.10845667,17.0295691,15.55386359,11.76857186,20.27358482,20.78948385,25.06899096,24.17994149
-3.098095706,24.2001217,-10.78431158,17.59237274,14.45814552,11.80683596,19.96049492,19.57898973,25.09768909,24.82672354
-3.39965332,25.53170878,-10.65366122,16.95581126,15.14540517,11.88833627,20.42669398,20.58652096,25.42407113,24.58516475
-2.944954907,24.88363995,-10.44588543,17.70734943,14.49646157,12.07562936,20.63684742,19.44251923,24.96628745,24.41330053
-3.013196723,25.02994365,-9.377273286,17.4383768,14.87627807,12.23063225,20.59092742,20.50112167,25.48710584,24.85908165
-2.793885661,25.40582024,-10.41100804,17.34624001,16.12578395,11.88763492,21.10817645,19.01074933,25.18869208,24.81218068
-2.669421886,24.51679414,-10.30369793,16.21595836,14.88360088,11.4044653,19.86612723,19.61246428,25.74712553,25.77481485
-3.824631092,25.70947124,-9.798789933,17.14179421,14.7631764,12.14569117,19.56174742,20.38397713,25.11166387,24.46611494
-3.670081442,25.15962104,-9.756869305,16.04150611,15.35125201,13.26366877,20.21276398,20.77779266,24.85543568,24.84304481
-2.582627325,24.87895254,-9.287986083,16.27029027,15.58354277,11.94277772,19.96218123,19.54997101,25.00276341,25.22307371
-2.037562683,25.44095672,-10.29087893,16.30193444,14.23125283,11.74738335,20.75094664,18.6600904,25.39066267,24.5829667
-3.073073607,25.38145599,-10.58671257,16.84425248,14.71060957,12.89927635,19.71080812,19.50123629,25.72891818,25.34529561
-3.20485815,24.5553255,-9.722453264,16.88941494,14.80605582,12.1910442,20.02507665,20.56069562,25.01541356,25.25914701
-2.213343293,24.05470649,-11.04695692,16.57273537,14.27339989,11.25755857,20.04387153,19.03798761,24.75674696,24.78663598
-2.900836754,25.0847636,-10.7768267,17.54824086,14.96528208,12.27016742,20.21497136,20.37433635,24.90322,25.41762808
-3.100468346,25.68122171,-10.25033872,17.14840491,14.23396897,11.56836185,19.50858287,18.65599245,25.74382315,24.8429707
-2.423986084,25.23465878,-9.742731102,16.54987155,15.20618449,11.38084259,20.90228545,19.97006009,25.55685894,25.1875038
-3.43316329,25.2456139,-10.79123777,17.70398413,14.71777339,11.39463256,20.29377824,20.60799214,24.64878563,25.93617142
-2.715907762,24.46083943,-10.92707019,15.94140387,16.04478316,12.22361475,20.77064455,20.34506873,25.55942617,24.64318482
-2.069716127,25.38796027,-9.824170415,17.32802012,15.56773899,10.88143203,19.54557225,19.99786141,23.98475131,25.10439889
-2.785644123,25.92703318,-10.14343492,16.52670199,14.90935544,12.27164122,20.4447682,20.25241866,25.44230782,25.13301952
-3.174003687,25.16717192,-9.494720735,17.33417486,15.28634369,12.48778667,19.85909139,19.99739496,24.79543603,24.79048798
-4.05049022,25.29400712,-9.955955883,16.26196879,16.30026396,11.99705683,19.44487079,19.37025201,24.93753769,25.66392001
-3.168128216,25.03090164,-9.657472532,17.72288099,14.46678351,12.06303468,19.8942653,20.27357736,24.74351969,24.50351869
-2.577758423,25.28169701,-9.874260923,17.65934598,15.65032509,11.6203754,19.56314013,19.66039031,24.95133917,25.07519469
-3.311163883,25.30365192,-9.620414962,17.13576044,14.8640706,11.40983888,19.6047251,19.24481077,24.46124148,25.56607734
-2.818096112,25.67133479,-9.656901873,17.06513418,15.69336412,13.37119621,20.69951271,20.90862173,25.44964879,24.33091859
-3.04744175,26.12158106,-9.806840229,17.25047848,16.02161266,12.48974463,20.23959574,20.50404416,25.64460659,25.35446392
-3.074588556,24.6740561,-10.23485422,17.46179269,15.36898097,12.47523427,20.06656901,18.97442336,24.58516186,25.83398547
-2.765223663,25.13072259,-9.929554951,17.62098017,14.5802865,11.72585147,19.92530499,19.65470418,24.06138053,24.13114405
-3.23826077,25.06487526,-10.01166357,17.73882272,15.51108479,11.39766141,19.62302708,19.97265835,25.85997289,25.29031007
-2.957683702,24.79299316,-10.54102493,16.95723922,15.13883492,12.29083518,19.39023386,19.8177755,24.15901179,26.47007383
-3.34097522,25.37288182,-11.2109942,16.62234407,14.56497923,12.81941842,19.90530536,19.81806916,25.56814025,23.77773318
-2.854650629,25.78661744,-9.228014447,17.16078328,15.38555901,11.13799235,20.07731683,19.3649028,25.40750123,24.74419849
-2.669313779,24.36618263,-9.852619532,15.94310263,14.53684818,11.01329763,20.64203563,19.98006694,24.61678832,24.8073264
-1.976615004,24.43373161,-10.28301833,16.57537619,15.1504795,11.95817706,19.47577411,20.18921545,25.37968682,25.0099627
-3.021395898,24.93893943,-9.348829271,17.35863927,15.0093352,11.81903229,19.39233733,19.57526554,25.48502996,24.37198164
-2.995140125,25.52874225,-9.844505773,16.98997416,14.97421159,12.05068407,20.12848059,20.55176219,25.1176833,24.50411119
-2.877388342,24.93648864,-10.13419554,17.91639645,15.84518996,12.5747244,19.31624583,21.04662693,25.31279318,24.97842678
-3.698315138,25.02942651,-9.495665462,16.88401645,14.82805094,10.95020794,19.26092557,19.63071922,24.16707771,24.56869862
-3.400748289,25.06420443,-10.20808698,16.28551255,15.15031425,12.41430804,20.53801827,20.42720887,24.33803678,25.68910688
-3.083106437,25.13098612,-10.22781302,17.55267639,14.9048222,11.41517542,20.00653542,20.39606349,24.58988405,24.58679424
-2.212625286,24.35709966,-10.41799463,17.18759073,15.26604974,13.01483065,19.59850933,20.45976159,24.64345172,24.43484834
-2.691240642,23.71755912,-9.500033449,17.367919,14.51667322,11.69896732,20.0249323,19.86695875,25.80362972,25.8246065
-2.955569298,25.10732339,-9.520036284,17.31702298,15.62135305,12.25134013,20.027599,20.07150682,24.97784355,25.13678681
-3.30175014,24.38061886,-9.939907185,16.92132546,15.10906999,11.33100804,20.23702771,19.55117219,24.96529557,25.58111934
-3.353465943,25.24830314,-10.24708963,16.99313399,14.76126893,11.76572384,20.96072223,19.37212421,25.1512564,25.05236309
-2.857211809,24.14680547,-8.846587767,17.53061604,14.72790263,11.22338381,20.07877666,20.17703562,25.85184787,24.95225681
-2.518372842,25.23873533,-9.758934165,16.53033879,14.97062557,12.23028388,19.9389067,19.70172611,26.0155447,25.20035531
-3.935972455,25.51125646,-10.53397466,16.98634994,15.0871637,11.82125791,20.71862748,19.72032443,24.45034717,25.483446
-3.720325811,24.36538097,-10.71947829,17.17409421,14.70651827,11.72184038,20.05214215,20.50310557,25.06806461,24.37407766
-3.239427032,25.25870434,-10.13615211,17.36282678,15.51674748,12.49774084,20.36382333,20.45165667,23.72163953,24.77085238
-3.357796268,24.85809916,-10.2187227,16.87725143,16.15384853,12.28135901,19.63972818,20.72259039,25.32843941,24.52915903
-3.262215945,25.07262481,-10.71855014,17.48590533,14.45316035,11.56139435,20.01376638,20.12205925,25.74966904,25.34564104
-3.146991803,24.28390464,-10.08818798,16.4727377,15.97710167,11.81053471,19.70230824,20.31346426,25.1706239,24.6929375
-3.580102673,24.96956004,-9.062775201,17.19620165,15.3593537,11.32408042,19.89737289,21.07615043,24.42149921,26.25622061
-3.205219458,24.67665038,-9.649272512,17.077358,15.34292797,11.66215158,20.10670896,20.21313271,24.39104843,24.82275685
-3.444212042,24.97036167,-9.787647516,16.57355919,14.28925057,12.44863491,20.49957049,20.32761826,25.49834943,24.66415857
-3.418958355,24.20960033,-10.27537401,16.50458358,15.15901397,11.85227727,19.20910134,20.12597631,25.28874304,25.59108571
-3.231374251,24.41823918,-10.37804422,16.42285688,15.41047434,11.52446007,19.90007179,19.8678228,25.14158685,24.21637004
-2.885223834,24.4660601,-9.659859998,17.02489158,15.36166851,12.72694902,20.76167334,19.42211805,25.11187787,24.64780736
-3.930549763,25.10447262,-9.321250224,17.28508314,15.43529831,12.40704404,20.52357969,20.33427238,24.77505366,24.98679672
-2.651754719,25.77537883,-9.970538626,16.70621345,15.10696274,11.98672774,20.54464531,19.054899,25.38966528,24.94155385
-2.772108659,24.05433706,-9.622452135,16.41938429,15.26205907,12.6019039,19.66258001,20.12932,25.24962323,25.75581174
-3.670101373,25.27068463,-10.69206805,16.92102937,15.68657515,12.14269202,19.69969284,19.78293248,25.1726456,25.32383896
-2.962760554,24.34898452,-10.54343428,16.89299231,14.37200681,12.27100625,20.31188636,20.32426459,24.93452878,25.02848663
-2.967469184,25.19774709,-9.874692221,18.11422462,14.00640055,12.68390661,19.50143415,19.99545921,24.41778038,25.78036892
-2.254638465,24.99714325,-10.08954465,17.03033289,15.45765815,11.81411033,19.98787315,19.56910092,26.17352844,25.15500601
-3.402903073,25.06415801,-9.59491753,16.8774814,14.58362633,12.19792776,19.65620775,19.49564215,25.05465732,25.20295242
-2.623390864,24.79235444,-9.413756876,17.59877025,15.15834788,12.76317229,19.19425598,19.8363509,24.72928832,25.45571885
-3.163585474,24.88013847,-10.09920674,17.69899794,15.11701481,12.07655072,19.57371742,20.80843251,23.99653839,24.39294289
-2.9326368,24.97865788,-9.989543146,17.41465476,14.585188,11.7995731,19.30035017,19.71976053,25.40036755,25.5656709
-3.007530023,24.04510642,-10.5936288,16.49946689,15.30130381,11.43525842,20.13962115,19.4862059,25.09871656,24.41620104
